1471;109
1666;110
1557;109
1003;125
347;109
339;125
345;125
355;125
349;125
355;125
386;141
391;141
356;109
370;109
379;110
436;156
434;156
354;141
386;125
396;140
388;140
445;156
364;124
379;109
365;109
371;125
374;125
364;109
392;141
365;124
323;109
295;109
331;125
330;109
313;109
320;109
322;125
321;110
346;125
320;110
343;125
310;109
314;110
324;141
330;141
365;110
381;171
322;125
317;125
317;109
328;125
316;125
305;109
316;125
330;125
321;125
328;139
317;125
330;125
311;109
343;125
295;125
375;141
304;109
325;110
330;110
316;125
313;110
332;140
303;109
298;109
306;109
298;109
310;109
361;141
306;110
300;110
312;110
315;110
302;93
313;109
308;93
325;125
306;109
297;93
317;109
355;110
313;125
300;93
294;109
295;110
348;109
307;125
329;125
297;110
371;109
329;125
308;109
320;110
343;109
333;141
316;109
312;109
332;110
302;109
325;109
326;109
341;94
314;125
301;94
311;93
3329;93
2615;125
1985;125
1269;110
624;125
299;125
317;109
321;109
330;125
317;109
402;124
382;110
413;140
299;110
343;125
274;109
270;109
300;110
286;109
316;110
345;125
364;109
319;110
309;110
304;125
318;109
308;109
325;125
319;109
321;93
307;94
315;109
291;109
327;110
322;109
316;109
310;109
302;109
303;109
311;109
345;140
310;109
314;109
309;94
308;94
348;94
317;125
309;94
326;109
342;125
308;94
303;110
298;110
332;109
320;109
311;109
304;109
313;109
310;93
331;125
311;93
316;94
300;109
299;94
306;109
329;110
316;94
313;109
289;110
336;109
327;110
326;125
311;94
315;93
307;109
302;109
304;109
324;125
313;109
318;110
331;110
302;109
383;109
335;110
319;109
307;109
316;109
308;109
302;93
298;109
352;109
311;109
306;93
308;93
3324;125
2613;93
1935;109
1231;109
535;109
309;94
311;94
319;110
318;109
360;110
312;109
304;109
312;94
363;110
316;110
348;141
320;109
311;94
303;110
308;110
313;94
737;110
308;94
306;110
288;109
354;110
323;109
313;110
304;110
308;94
306;110
315;94
311;110
361;109
312;125
294;94
308;110
364;109
338;110
297;94
393;125
433;126
306;94
333;111
302;109
331;94
332;109
313;110
310;93
324;109
319;125
320;125
295;109
321;125
361;109
314;109
309;109
310;109
326;109
327;125
326;125
322;109
352;125
328;125
300;109
310;109
347;126
329;125
312;109
322;125
352;109
322;125
316;125
306;109
363;141
327;140
313;125
325;110
392;141
295;109
321;109
305;109
349;110
338;157
340;141
338;124
312;125
324;110
314;110
344;141
347;125
360;110
323;125
313;110
316;125
366;141
336;141
315;125
312;110
307;110
312;110
343;141
332;141
364;109
318;109
321;125
348;110
354;140
320;125
334;141
463;156
325;128
319;125
311;125
319;109
371;125
311;109
315;109
337;140
318;109
328;125
309;125
307;110
353;110
311;125
309;110
307;110
339;109
357;126
307;110
314;125
315;125
299;110
305;125
315;109
328;141
356;125
303;110
326;141
314;110
378;141
307;109
320;125
297;109
306;109
309;109
301;109
310;125
349;140
309;125
304;109
293;110
347;109
320;141
371;172
311;109
361;109
302;110
360;125
380;141
411;125
426;125
352;125
326;125
314;109
325;125
318;109
305;109
343;125
333;125
329;125
323;125
374;124
296;109
313;125
317;125
343;141
326;125
306;110
307;110
330;125
350;109
298;125
267;125
280;125
275;110
275;110
277;125
302;125
300;141
270;125
283;125
280;110
333;109
289;125
295;125
311;125
279;110
280;140
317;125
287;109
294;109
307;109
303;125
306;125
369;125
317;125
296;109
300;110
335;93
324;125
317;125
306;109
366;109
303;125
311;125
306;125
361;125
316;140
305;125
309;109
303;125
317;141
331;140
309;109
311;109
315;125
315;125
319;125
317;125
370;125
319;125
322;125
326;125
368;156
323;110
329;125
323;109
354;109
308;109
337;140
301;109
342;109
287;109
295;125
300;109
375;140
296;125
301;109
296;125
316;110
272;110
300;125
281;109
289;109
271;109
264;110
289;125
373;188
333;109
296;109
315;125
358;141
329;140
346;156
306;125
313;125
292;109
302;109
309;125
308;109
311;109
309;109
274;125
394;188
309;141
265;110
269;110
320;125
335;110
331;125
276;125
264;110
295;125
288;125
262;110
278;125
265;110
267;109
272;125
303;157
328;109
303;125
284;109
297;125
320;140
268;125
305;125
307;125
302;124
331;140
336;109
276;125
301;110
291;125
342;125
307;125
266;109
299;109
340;110
332;141
265;109
282;110
316;109
289;110
312;125
301;125
306;109
299;109
287;125
370;188
352;187
375;172
281;110
322;141
337;109
316;141
287;109
288;109
306;109
300;109
304;109
317;125
304;109
316;125
340;109
304;109
298;109
305;125
305;125
279;109
309;109
341;125
296;109
328;156
294;109
305;109
305;110
301;124
337;157
352;156
290;109
295;125
270;109
365;140
308;140
284;109
290;109
336;125
290;109
306;125
310;125
776;125
291;109
294;109
296;109
338;109
342;109
286;109
303;125
309;110
330;124
302;125
301;110
292;109
354;156
280;125
302;125
331;141
285;125
291;125
301;125
3716;125
2982;110
2634;125
1921;110
1267;141
928;109
296;110
291;110
303;125
288;110
295;110
294;110
290;111
366;125
308;125
269;110
301;125
317;109
344;125
319;125
423;159
438;125
607;125
589;125
302;125
346;125
312;125
297;109
286;125
306;125
289;109
305;125
307;125
315;125
323;125
3430;141
5755;141
5412;141
5025;140
4323;125
3633;141
2905;109
2184;109
1477;109
782;125
697;109
611;124
302;125
288;109
286;109
328;125
279;125
297;125
363;172
305;141
310;125
299;109
266;110
310;125
299;109
289;125
3306;125
2581;125
1875;125
1162;125
822;125
632;125
305;125
298;125
322;141
300;110
296;125
304;125
294;110
299;110
295;125
309;125
296;110
295;125
326;109
294;125
292;125
302;125
265;109
288;109
285;109
298;125
282;109
350;187
285;109
301;110
339;124
293;125
308;140
290;125
314;125
299;110
716;140
297;124
357;125
294;109
287;125
285;110
295;125
342;109
303;125
295;109
348;125
306;125
344;172
301;125
326;125
308;141
320;141
287;110
358;125
295;125
313;125
295;109
313;110
296;109
282;110
287;110
302;125
286;109
294;125
284;109
284;109
294;109
303;125
285;109
301;125
289;125
286;125
297;109
302;125
309;125
288;109
315;125
366;110
333;125
317;125
347;109
679;125
295;125
283;109
295;125
3291;94
2558;109
4862;109
7150;125
6433;125
5719;125
5007;140
4304;125
6618;141
5901;125
5177;110
4448;125
3745;125
3033;125
2319;109
1609;125
910;125
309;125
281;110
278;110
607;109
998;109
330;125
303;125
279;109
290;110
339;124
277;110
294;109
308;125
314;125
284;109
3307;125
2895;125
2183;110
1481;141
777;125
291;109
319;110
288;125
305;141
283;109
294;125
285;109
285;109
292;109
358;141
296;125
286;125
297;125
305;141
305;141
290;125
288;110
278;110
283;110
284;125
300;125
315;125
326;125
291;109
308;141
289;125
310;125
294;109
291;109
288;125
281;110
292;125
302;125
277;110
350;125
276;110
299;125
282;110
294;125
279;109
285;109
292;125
287;109
288;109
284;109
309;141
310;125
293;125
297;125
297;126
278;109
318;125
279;109
283;109
276;109
335;109
287;109
295;125
308;125
287;110
285;109
320;156
292;125
307;125
286;109
279;109
288;125
304;110
284;109
293;141
297;125
284;109
296;125
311;140
287;125
377;141
304;125
335;125
343;125
323;109
299;125
297;140
300;125
283;125
301;125
271;109
276;109
327;141
272;125
294;125
336;110
301;125
287;125
295;125
291;125
288;109
280;109
281;109
307;140
283;109
278;109
281;109
289;109
287;109
288;125
289;109
277;109
324;125
299;141
272;110
302;125
289;109
286;109
286;109
278;109
283;109
324;141
278;109
300;110
289;125
323;125
305;125
293;125
291;125
338;125
287;109
273;93
299;125
280;125
283;125
292;125
278;110
307;141
290;125
293;109
279;110
283;94
347;125
279;110
298;141
297;125
302;125
273;110
289;125
309;141
327;141
286;125
283;110
316;110
331;110
285;125
300;141
294;125
289;125
292;109
289;109
288;125
292;109
284;110
297;109
283;109
341;109
280;109
286;125
291;109
265;109
294;109
277;109
304;141
334;141
275;109
284;109
275;110
275;110
292;126
296;125
280;125
343;125
290;125
280;110
281;94
294;125
302;125
283;110
279;110
290;125
300;125
271;109
302;141
278;109
282;125
276;109
295;125
281;125
320;141
270;109
288;109
311;125
362;141
300;125
317;109
273;109
275;125
287;110
320;172
275;109
289;110
280;125
282;110
308;141
283;110
275;110
281;125
293;125
349;125
284;125
289;109
277;125
324;125
273;110
283;110
295;125
289;125
284;110
295;140
271;110
296;127
299;126
