276;110
290;125
302;125
283;110
287;125
284;110
281;125
327;125
280;109
285;109
281;125
351;141
294;125
285;125
271;109
282;109
282;125
285;110
276;110
270;109
290;125
276;110
289;140
272;125
297;109
304;159
285;110
310;125
286;125
277;110
285;110
349;141
277;125
281;110
302;125
306;125
305;125
287;110
297;125
308;109
325;141
280;109
278;109
325;125
326;110
279;110
288;140
284;125
298;109
270;110
271;110
271;110
285;125
269;110
268;125
273;110
288;125
284;125
310;172
264;125
270;110
301;141
272;110
294;125
284;125
279;110
277;125
265;125
282;125
288;125
285;125
269;110
288;125
268;110
289;125
290;125
277;110
321;109
271;110
277;110
277;110
335;139
278;109
268;109
303;109
299;109
277;125
297;141
271;125
426;125
381;110
298;110
266;109
358;125
341;109
265;125
267;109
273;109
280;109
305;140
267;109
280;125
281;125
609;109
3297;141
2895;125
2168;125
1825;125
1118;125
422;156
275;110
3295;141
2851;125
2137;125
1413;125
687;125
284;109
288;126
285;125
271;125
267;125
3319;141
2612;140
1964;187
1269;157
559;125
405;218
366;203
363;187
3286;125
2558;125
1837;109
1113;125
406;140
276;125
263;110
273;110
282;125
322;125
286;125
271;109
276;109
275;125
312;125
290;140
279;125
290;125
281;125
266;109
279;109
311;125
304;110
283;125
274;109
285;125
293;125
282;125
281;125
311;125
298;141
278;109
297;141
304;125
286;109
283;125
271;109
269;109
285;125
270;110
277;126
265;110
270;110
266;110
284;125
271;110
266;110
281;109
278;125
302;141
273;125
279;140
280;125
279;125
284;125
285;125
283;125
274;110
279;109
286;125
271;125
288;125
332;125
272;109
274;109
316;109
285;125
297;125
281;125
265;109
280;125
272;109
281;125
285;125
270;125
270;109
281;141
276;125
277;125
335;141
332;125
293;125
279;109
343;109
314;125
320;125
262;109
287;125
270;109
274;109
281;125
289;125
284;125
280;125
270;109
313;125
279;124
281;125
280;125
278;125
279;125
268;109
289;125
287;125
306;109
285;125
274;125
284;109
305;125
296;125
274;109
287;125
364;156
269;125
292;125
280;109
332;125
285;125
280;109
264;109
336;125
278;125
281;109
272;109
275;109
287;125
284;125
263;109
267;109
286;125
275;110
269;125
340;125
288;126
287;140
279;110
320;125
276;125
289;125
277;125
307;109
273;125
273;125
267;110
294;125
285;109
276;125
275;109
270;125
323;125
300;141
278;125
272;125
304;110
268;110
287;125
292;141
374;110
277;109
274;125
308;125
339;125
266;110
270;125
273;125
323;125
276;125
286;141
274;125
331;109
278;125
267;125
263;110
290;141
295;141
286;109
276;109
290;110
292;110
294;141
263;110
275;125
263;109
266;109
273;125
284;125
278;125
273;125
300;109
268;125
315;109
286;141
280;125
270;125
298;110
277;125
275;109
293;141
323;110
281;125
286;125
306;110
289;140
290;140
283;110
388;126
289;110
277;125
268;125
296;125
334;125
271;125
277;140
262;109
291;109
284;125
277;109
273;109
268;109
260;110
281;125
269;109
261;109
275;125
263;109
292;125
291;125
295;140
277;124
275;124
305;125
276;123
268;110
282;125
311;125
277;125
268;110
271;110
291;141
269;110
280;125
275;109
276;109
276;125
286;141
265;125
253;110
286;125
271;125
269;125
287;125
281;109
289;125
277;109
280;125
296;109
288;141
276;109
275;109
274;125
273;109
286;125
299;141
273;109
284;125
274;109
262;110
283;125
279;110
274;125
270;125
340;125
275;110
279;110
280;140
288;125
265;109
287;110
268;110
306;125
302;125
276;125
278;110
326;125
283;125
276;125
298;141
273;110
277;125
268;110
272;110
277;110
271;125
260;125
254;109
265;109
298;125
270;141
257;109
264;109
275;125
256;109
266;109
267;141
277;109
266;141
257;109
279;125
314;109
299;141
264;109
272;110
345;125
271;110
301;156
300;125
294;140
273;110
268;109
278;125
306;109
281;141
274;125
330;109
271;109
397;109
298;125
316;156
269;125
275;125
286;125
280;126
292;140
294;140
280;125
275;109
279;125
304;125
277;141
271;109
267;109
301;125
276;109
281;125
288;125
276;109
285;125
276;109
276;109
302;109
278;125
274;109
264;125
280;125
281;125
257;109
286;125
386;218
391;203
343;171
362;203
298;140
288;109
305;125
268;110
305;125
334;125
273;110
261;109
271;110
297;141
277;110
293;125
353;188
306;109
273;110
274;109
272;108
274;125
262;110
267;110
296;141
273;110
