,index,source,timestamp,values,act
78885,42763,accelerometer,2017-07-04 15:43:42.156,"['1.9921722', '-6.637924', '7.0749207']",Train
78923,42801,accelerometer,2017-07-04 15:43:47.664,"['1.8543854', '-5.9753265', '7.696823']",Train
78931,42809,accelerometer,2017-07-04 15:43:55.854,"['2.264389', '-6.003708', '7.5597534']",Train
78936,42814,accelerometer,2017-07-04 15:44:00.960,"['2.4436035', '-8.977905', '3.2667084']",Train
78944,42822,accelerometer,2017-07-04 15:44:06.108,"['8.602798', '2.9004517', '4.300522']",Train
78948,42826,accelerometer,2017-07-04 15:44:11.174,"['1.4867554', '-5.754471', '7.1836243']",Train
78957,42835,accelerometer,2017-07-04 15:44:24.321,"['2.9515228', '-4.517502', '8.351746']",Train
78964,42842,accelerometer,2017-07-04 15:44:29.465,"['2.6340637', '-5.0156097', '8.174347']",Train
78973,42851,accelerometer,2017-07-04 15:44:35.198,"['1.7205505', '-6.0052643', '7.7220764']",Train
78988,42866,accelerometer,2017-07-04 15:44:58.538,"['3.877365', '-9.12886', '1.0556641']",Train
78996,42874,accelerometer,2017-07-04 15:45:24.724,"['-5.6570587', '-6.2012177', '5.032074']",Train
79003,42881,accelerometer,2017-07-04 15:45:58.825,"['-5.7238617', '-3.8772888', '7.025482']",Train
79012,42890,accelerometer,2017-07-04 15:46:15.124,"['-5.938614', '-4.2630005', '6.675934']",Train
79025,42903,accelerometer,2017-07-04 15:46:33.598,"['3.3735046', '6.2270813', '2.7288513']",Train
79034,42912,accelerometer,2017-07-04 15:46:49.885,"['-1.704834', '-5.8200684', '7.885956']",Train
79042,42920,accelerometer,2017-07-04 15:47:05.016,"['-1.3913116', '-5.9225464', '7.8049164']",Train
79049,42927,accelerometer,2017-07-04 15:47:11.061,"['-1.455246', '-5.968277', '7.752716']",Train
79053,42930,accelerometer,2017-07-04 15:47:16.069,"['-1.4403992', '-5.9472046', '7.7781067']",Train
79058,42936,accelerometer,2017-07-04 15:47:21.091,"['-1.2172546', '-5.9397736', '7.827896']",Train
79062,42940,accelerometer,2017-07-04 15:47:26.202,"['-1.2790222', '-5.9237366', '7.8448944']",Train
79069,42947,accelerometer,2017-07-04 15:47:31.348,"['-1.2998505', '-5.9263763', '7.8374786']",Train
79075,42953,accelerometer,2017-07-04 15:47:36.496,"['-1.4249573', '-5.8886566', '7.8399963']",Train
79080,42958,accelerometer,2017-07-04 15:47:41.523,"['-1.4154968', '-5.8526306', '7.8580627']",Train
79086,42964,accelerometer,2017-07-04 15:47:46.553,"['3.1701202', '-9.103836', '0.58399963']",Train
79093,42971,accelerometer,2017-07-04 15:47:52.091,"['2.0514374', '-3.6397858', '8.113281']",Train
79099,42977,accelerometer,2017-07-04 15:47:57.236,"['-1.4650574', '-5.8015137', '7.8927765']",Train
79106,42984,accelerometer,2017-07-04 15:48:02.382,"['-1.4747467', '-5.881241', '7.8360443']",Train
79115,42993,accelerometer,2017-07-04 15:48:19.851,"['-1.6151733', '-5.7724304', '7.8768616']",Train
79119,42997,accelerometer,2017-07-04 15:48:24.906,"['-1.5097046', '-5.7930145', '7.91481']",Train
79125,43003,accelerometer,2017-07-04 15:48:29.972,"['-1.5900269', '-5.799469', '7.874344']",Train
79132,43009,accelerometer,2017-07-04 15:48:35.118,"['-1.6010437', '-5.755188', '7.9002075']",Train
79142,43020,accelerometer,2017-07-04 15:48:40.340,"['-1.5377197', '-5.8285675', '7.843231']",Train
79148,43026,accelerometer,2017-07-04 15:48:45.530,"['-1.5505219', '-5.7928925', '7.926178']",Train
79153,43031,accelerometer,2017-07-04 15:48:50.556,"['-1.475357', '-5.794922', '7.886078']",Train
79162,43040,accelerometer,2017-07-04 15:48:55.583,"['-1.6120605', '-5.799713', '7.867157']",Train
79169,43047,accelerometer,2017-07-04 15:49:00.729,"['-1.6182861', '-5.8370667', '7.8523254']",Train
79175,43053,accelerometer,2017-07-04 15:49:05.835,"['-1.5701599', '-5.7966003', '7.8729095']",Train
79182,43060,accelerometer,2017-07-04 15:49:10.982,"['-1.5711212', '-5.7733765', '7.9073944']",Train
79185,43062,accelerometer,2017-07-04 15:49:18.846,"['-1.5878754', '-5.783676', '7.8999634']",Train
79191,43069,accelerometer,2017-07-04 15:49:28.102,"['-1.5816498', '-5.7781677', '7.9002075']",Train
79198,43076,accelerometer,2017-07-04 15:49:34.430,"['-1.585968', '-5.7738647', '7.898773']",Train
79209,43087,accelerometer,2017-07-04 15:49:57.690,"['-1.4486542', '-5.679413', '7.850998']",Train
79215,43093,accelerometer,2017-07-04 15:50:02.795,"['-1.5924225', '-5.775055', '7.902115']",Train
79218,43096,accelerometer,2017-07-04 15:50:22.170,"['-6.7861633', '-1.6169281', '8.323135']",Train
79226,43103,accelerometer,2017-07-04 15:50:27.293,"['-1.281189', '3.4238281', '9.438477']",Train
79238,43116,accelerometer,2017-07-04 15:50:36.010,"['0.18789673', '6.43454', '7.238327']",Train
79243,43121,accelerometer,2017-07-04 15:50:41.193,"['-4.1019135', '-0.9339752', '8.953537']",Train
79248,43126,accelerometer,2017-07-04 15:50:46.379,"['-4.1742096', '-0.909317', '9.000824']",Train
79253,43131,accelerometer,2017-07-04 15:50:51.406,"['-4.076889', '-0.96606445', '8.979279']",Train
79259,43137,accelerometer,2017-07-04 15:50:56.433,"['-4.0518646', '-1.0904388', '8.977951']",Train
79267,43145,accelerometer,2017-07-04 15:51:01.500,"['-4.1029816', '-1.2217712', '8.945267']",Train
79275,43153,accelerometer,2017-07-04 15:51:06.686,"['-4.048401', '-1.3620605', '8.974731']",Train
79284,43162,accelerometer,2017-07-04 15:51:11.717,"['-3.8597412', '-1.6810913', '8.912231']",Train
79292,43170,accelerometer,2017-07-04 15:51:16.858,"['-4.3401337', '-1.1650238', '8.861481']",Train
79304,43182,accelerometer,2017-07-04 15:51:35.081,"['-4.1091003', '-1.5050049', '8.897751']",Train
79311,43189,accelerometer,2017-07-04 15:51:40.265,"['-4.8583527', '-0.28538513', '8.647308']",Train
79317,43195,accelerometer,2017-07-04 15:51:45.274,"['-3.8791351', '2.672882', '8.441055']",Train
79320,43198,accelerometer,2017-07-04 15:51:50.384,"['-5.9213867', '2.297348', '6.90242']",Train
79331,43209,accelerometer,2017-07-04 15:51:56.521,"['-4.871521', '2.3567352', '7.258087']",Train
79340,43218,accelerometer,2017-07-04 15:52:03.636,"['-5.3702393', '3.4834442', '7.3512115']",Train
79348,43226,accelerometer,2017-07-04 15:52:08.811,"['-5.417282', '2.4916382', '7.823593']",Train
79354,43232,accelerometer,2017-07-04 15:52:13.958,"['-5.452835', '1.8205566', '8.046494']",Train
79458,43336,accelerometer,2017-07-04 15:54:39.791,"['5.8755646', '-7.8924866', '1.1760864']",Train
79473,43351,accelerometer,2017-07-04 15:54:44.828,"['6.157837', '-7.6063843', '1.419342']",Train
79479,43357,accelerometer,2017-07-04 15:54:49.935,"['6.1554413', '-7.582199', '1.6355438']",Train
79490,43368,accelerometer,2017-07-04 15:54:59.453,"['6.1083984', '-7.6543884', '1.5007477']",Train
79638,43516,accelerometer,2017-07-04 16:23:38.048,"['-1.3155365', '-9.2083435', '-2.5064392']",Walk
79815,43693,accelerometer,2017-07-04 16:23:43.077,"['-1.7632599', '-9.426819', '-1.5146332']",Walk
79821,43699,accelerometer,2017-07-04 16:23:48.154,"['-1.779541', '-9.539108', '-1.5147552']",Walk
79829,43707,accelerometer,2017-07-04 16:23:53.292,"['7.6333923', '-3.5026093', '-4.9262543']",Walk
79837,43715,accelerometer,2017-07-04 16:23:58.438,"['7.7339478', '-3.9122467', '-5.137909']",Walk
79843,43721,accelerometer,2017-07-04 16:24:03.584,"['-7.191147', '-5.965042', '2.8034363']",Walk
79849,43727,accelerometer,2017-07-04 16:24:08.692,"['-6.8055573', '-6.3862915', '2.905182']",Walk
79854,43732,accelerometer,2017-07-04 16:24:13.796,"['-6.73349', '-6.486374', '2.7955322']",Walk
79862,43740,accelerometer,2017-07-04 16:24:19.044,"['-6.7342224', '-6.5086365', '2.7462006']",Walk
79870,43748,accelerometer,2017-07-04 16:24:24.091,"['-6.7263184', '-6.5074463', '2.7603302']",Walk
79878,43756,accelerometer,2017-07-04 16:24:29.235,"['-6.7186584', '-6.526352', '2.763443']",Walk
79889,43767,accelerometer,2017-07-04 16:24:34.380,"['-6.7157745', '-6.5354614', '2.7337494']",Walk
79897,43775,accelerometer,2017-07-04 16:24:39.411,"['1.3081512', '-6.22612', '8.024826']",Walk
79907,43785,accelerometer,2017-07-04 16:24:44.474,"['0.99534607', '-5.6311646', '8.123581']",Walk
79913,43791,accelerometer,2017-07-04 16:24:49.483,"['1.1656952', '-5.7415314', '8.028061']",Walk
79920,43798,accelerometer,2017-07-04 16:24:54.647,"['7.7214966', '-3.8373108', '-5.799652']",Walk
79926,43804,accelerometer,2017-07-04 16:24:59.795,"['7.6940765', '-3.3110657', '-5.5158234']",Walk
79933,43811,accelerometer,2017-07-04 16:25:04.942,"['7.576294', '-3.3065186', '-6.04422']",Walk
79940,43818,accelerometer,2017-07-04 16:25:10.087,"['9.5065', '-2.174652', '2.3895874']",Walk
79947,43825,accelerometer,2017-07-04 16:25:15.271,"['9.506378', '-2.032196', '2.5029602']",Walk
79955,43833,accelerometer,2017-07-04 16:25:20.299,"['9.4410095', '-2.447113', '2.4545898']",Walk
79961,43839,accelerometer,2017-07-04 16:25:25.484,"['9.357941', '-2.6708527', '2.3265076']",Walk
79966,43844,accelerometer,2017-07-04 16:25:30.631,"['7.268387', '-4.7205353', '-5.021179']",Walk
79972,43850,accelerometer,2017-07-04 16:25:35.779,"['7.802185', '-3.2045288', '-5.494278']",Walk
79978,43856,accelerometer,2017-07-04 16:25:40.884,"['7.504822', '-4.374695', '-5.0897827']",Walk
79986,43864,accelerometer,2017-07-04 16:25:46.029,"['7.125107', '-4.190094', '-5.756439']",Walk
79994,43872,accelerometer,2017-07-04 16:25:51.177,"['7.2748566', '-4.3063354', '-5.4098816']",Walk
80000,43878,accelerometer,2017-07-04 16:25:56.321,"['7.7284393', '-4.675522', '-4.194229']",Walk
80007,43885,accelerometer,2017-07-04 16:26:01.468,"['7.1442566', '-4.1964417', '-5.716217']",Walk
80015,43893,accelerometer,2017-07-04 16:26:06.656,"['7.1306', '-4.383545', '-5.5710144']",Walk
80020,43898,accelerometer,2017-07-04 16:26:11.765,"['7.1637726', '-4.3768463', '-5.4524994']",Walk
80027,43905,accelerometer,2017-07-04 16:26:16.870,"['6.3455505', '-3.1678925', '-6.9201508']",Walk
80032,43910,accelerometer,2017-07-04 16:26:21.878,"['4.889633', '-6.739914', '4.783905']",Walk
80037,43915,accelerometer,2017-07-04 16:26:26.886,"['-8.388611', '-3.6358337', '2.5800476']",Walk
80043,43921,accelerometer,2017-07-04 16:26:32.046,"['1.2108307', '-10.587875', '0.07032776']",Walk
80051,43929,accelerometer,2017-07-04 16:26:37.191,"['-1.1342926', '-2.9307404', '9.007889']",Walk
80060,43938,accelerometer,2017-07-04 16:26:49.495,"['-5.862488', '-6.91098', '3.5918427']",Walk
80063,43941,accelerometer,2017-07-04 16:26:54.590,"['-9.131653', '-2.2060242', '2.5593414']",Walk
80074,43952,accelerometer,2017-07-04 16:27:01.770,"['-9.001053', '-2.4763184', '2.7253723']",Walk
80084,43962,accelerometer,2017-07-04 16:27:14.171,"['-8.374847', '-3.1636963', '3.8370056']",Walk
80087,43964,accelerometer,2017-07-04 16:27:19.271,"['-9.541412', '-1.1757965', '-0.7929077']",Walk
80659,44537,accelerometer,2017-07-04 17:13:58.675,"['-10.552368', '-2.8650208', '2.9112854']",In computer
80680,44558,accelerometer,2017-07-04 17:14:59.001,"['-8.49025', '0.2633667', '-1.0154419']",In computer
80697,44575,accelerometer,2017-07-04 17:15:04.169,"['-10.8424225', '0.347641', '-0.4684906']",In computer
80707,44585,accelerometer,2017-07-04 17:15:18.315,"['-12.377106', '-0.328125', '0.14634705']",In computer
80723,44601,accelerometer,2017-07-04 17:15:58.527,"['-13.840805', '0.6301575', '-1.8340149']",In computer
80737,44615,accelerometer,2017-07-04 17:16:15.596,"['-12.622162', '-4.127487', '4.2465363']",In computer
80753,44631,accelerometer,2017-07-04 17:16:58.952,"['-11.639694', '-3.0849304', '3.6042938']",In computer
80765,44643,accelerometer,2017-07-04 17:17:06.858,"['-12.513107', '-0.80075073', '0.6699524']",In computer
80781,44659,accelerometer,2017-07-04 17:17:12.003,"['-8.776108', '1.7193909', '-0.31489563']",In computer
80807,44685,accelerometer,2017-07-04 17:17:58.324,"['-9.037445', '0.7010193', '-0.36853027']",In computer
80829,44707,accelerometer,2017-07-04 17:18:58.512,"['-13.461441', '-3.7166443', '4.000534']",In computer
80845,44723,accelerometer,2017-07-04 17:19:59.053,"['-11.738098', '-1.4013367', '1.7265167']",In computer
80860,44738,accelerometer,2017-07-04 17:20:19.037,"['-14.25943', '-1.6783447', '3.7929535']",In computer
80878,44756,accelerometer,2017-07-04 17:20:58.507,"['3.1488037', '-4.565384', '-4.1174927']",In computer
80898,44776,accelerometer,2017-07-04 17:21:41.686,"['-5.2258606', '-7.897629', '-0.00843811']",In computer
80911,44789,accelerometer,2017-07-04 17:21:59.150,"['-9.714874', '-5.35141', '-0.01550293']",In computer
80916,44794,accelerometer,2017-07-04 17:22:06.945,"['4.347595', '-3.1987762', '-8.447174']",In computer
80926,44804,accelerometer,2017-07-04 17:22:13.878,"['-9.2295685', '-3.3751068', '-0.15556335']",In computer
80940,44818,accelerometer,2017-07-04 17:22:58.355,"['1.5648041', '9.115204', '-3.0222626']",In computer
81001,44879,accelerometer,2017-07-04 17:25:35.481,"['2.4537811', '6.949051', '5.981491']",In computer
81014,44891,accelerometer,2017-07-04 17:25:46.969,"['3.1410217', '5.0073547', '7.4527283']",In computer
81026,44904,accelerometer,2017-07-04 17:26:00.182,"['3.9266815', '-0.30047607', '9.208389']",In computer
81038,44916,accelerometer,2017-07-04 17:26:13.165,"['3.9494324', '-0.30023193', '9.200729']",In computer
81042,44919,accelerometer,2017-07-04 17:26:18.176,"['3.9546967', '-0.3009491', '9.201935']",In computer
81050,44928,accelerometer,2017-07-04 17:26:23.366,"['3.960205', '-0.32118225', '9.201096']",In computer
81058,44936,accelerometer,2017-07-04 17:26:28.552,"['3.9783936', '-0.331604', '9.18158']",In computer
81066,44944,accelerometer,2017-07-04 17:26:33.658,"['3.9549408', '-0.35865784', '9.18158']",In computer
81076,44954,accelerometer,2017-07-04 17:26:38.802,"['3.9463196', '-0.31411743', '9.205048']",In computer
81083,44961,accelerometer,2017-07-04 17:26:43.948,"['3.9611664', '-0.35458374', '9.174393']",In computer
81091,44969,accelerometer,2017-07-04 17:26:49.094,"['3.9369812', '-0.36799622', '9.194992']",In computer
81100,44978,accelerometer,2017-07-04 17:26:54.238,"['3.9772034', '-0.30166626', '9.192841']",In computer
81110,44988,accelerometer,2017-07-04 17:26:59.264,"['3.9532623', '-0.34799194', '9.189117']",In computer
81118,44996,accelerometer,2017-07-04 17:27:04.295,"['3.9630737', '-0.35650635', '9.194504']",In computer
81128,45006,accelerometer,2017-07-04 17:27:09.444,"['3.9585266', '-0.35577393', '9.199066']",In computer
81138,45016,accelerometer,2017-07-04 17:27:14.586,"['3.9456024', '-0.36846924', '9.196426']",In computer
81146,45024,accelerometer,2017-07-04 17:27:19.732,"['3.9573364', '-0.34835815', '9.200012']",In computer
81154,45032,accelerometer,2017-07-04 17:27:24.877,"['3.9623566', '-0.36080933', '9.188278']",In computer
81182,45060,accelerometer,2017-07-04 17:27:59.357,"['4.037781', '-0.27868652', '9.119812']",In computer
81202,45079,accelerometer,2017-07-04 17:28:57.900,"['-6.306137', '-5.256119', '-4.890579']",In computer
81263,45141,accelerometer,2017-07-04 17:31:58.590,"['5.525177', '-3.189682', '-6.8399353']",In computer
81279,45157,accelerometer,2017-07-04 17:32:59.122,"['3.2310486', '-5.953781', '-6.5799255']",In computer
81292,45170,accelerometer,2017-07-04 17:33:58.885,"['0.36039734', '-3.2790985', '-9.225647']",In computer
81316,45194,accelerometer,2017-07-04 17:34:58.330,"['-2.5651855', '-8.78923', '-3.1991882']",In computer
81328,45206,accelerometer,2017-07-04 17:36:01.024,"['-2.7145844', '-8.502884', '-3.8640594']",In computer
81402,45280,accelerometer,2017-07-04 18:02:36.307,"['-3.2985382', '-7.2199554', '-5.217865']",In computer
81517,45395,accelerometer,2017-07-04 18:02:41.311,"['-3.3919067', '-8.271011', '-4.68515']",In computer
81624,45502,accelerometer,2017-07-04 18:02:46.311,"['2.3446045', '-7.5204315', '-2.5076294']",In computer
81635,45513,accelerometer,2017-07-04 18:05:02.098,"['1.1869965', '-9.478653', '-2.154602']",In computer
81709,45587,accelerometer,2017-07-04 18:33:02.030,"['0.12576294', '-5.1477814', '8.448242']",Walk
81882,45760,accelerometer,2017-07-04 18:33:07.122,"['-0.44596863', '-5.206314', '8.460922']",Walk
81901,45779,accelerometer,2017-07-04 18:33:59.300,"['0.37956238', '-2.7662659', '9.586807']",Walk
81926,45804,accelerometer,2017-07-04 18:34:59.367,"['-0.5077362', '-3.8430634', '9.17009']",Walk
81936,45814,accelerometer,2017-07-04 18:35:49.214,"['-0.5623169', '-3.5026093', '9.451294']",Walk
81949,45827,accelerometer,2017-07-04 18:35:59.003,"['0.7666931', '7.9164276', '5.8208466']",Walk
81956,45834,accelerometer,2017-07-04 18:36:15.432,"['-0.65197754', '-3.3582306', '9.361618']",Walk
81970,45848,accelerometer,2017-07-04 18:36:58.418,"['-1.1497345', '-2.6238098', '9.537598']",Walk
82014,45892,accelerometer,2017-07-04 18:38:58.861,"['-0.73973083', '-3.0424347', '9.29985']",Walk
82039,45917,accelerometer,2017-07-04 18:39:59.361,"['-0.61343384', '0.24276733', '9.937912']",Walk
82060,45938,accelerometer,2017-07-04 18:40:59.842,"['6.1726837', '-6.1928406', '4.7274017']",Walk
82072,45950,accelerometer,2017-07-04 18:42:01.163,"['6.185852', '-6.1914062', '4.723343']",Train
82087,45965,accelerometer,2017-07-04 18:43:18.260,"['-2.3677979', '-7.072113', '6.452667']",Train
82097,45975,accelerometer,2017-07-04 18:43:58.621,"['-9.333481', '-5.522232', '-2.0109558']",Train
82120,45998,accelerometer,2017-07-04 18:44:58.365,"['8.785599', '-3.3769073', '-3.2784424']",Train
82156,46034,accelerometer,2017-07-04 18:47:00.796,"['2.2397308', '-9.291534', '-2.2657013']",Train
82184,46062,accelerometer,2017-07-04 18:48:00.610,"['-8.728104', '-4.098404', '-0.14837646']",Train
82218,46096,accelerometer,2017-07-04 18:48:59.568,"['-8.675919', '-3.9504395', '-0.1255188']",Train
82254,46132,accelerometer,2017-07-04 18:49:58.750,"['-8.736008', '-4.09552', '-0.42060852']",Train
82264,46142,accelerometer,2017-07-04 18:50:22.146,"['-8.7821045', '-3.9656372', '-0.30041504']",Train
82334,46212,accelerometer,2017-07-04 19:06:01.970,"['5.109909', '-6.7884064', '3.7699738']",Walk
82499,46377,accelerometer,2017-07-04 19:06:06.997,"['3.5855103', '-9.107788', '-1.1177979']",Walk
82502,46379,accelerometer,2017-07-04 19:06:12.635,"['3.662613', '-9.101807', '-1.0423737']",Walk
82511,46388,accelerometer,2017-07-04 19:06:35.527,"['5.4999237', '-7.3709106', '1.1295166']",Walk
82526,46404,accelerometer,2017-07-04 19:06:46.738,"['-0.48631287', '-2.8822632', '9.484573']",Walk
82533,46411,accelerometer,2017-07-04 19:06:57.767,"['-3.3179321', '-9.298126', '-1.6253662']",Walk
82544,46422,accelerometer,2017-07-04 19:07:20.111,"['3.3748322', '-8.734772', '3.7797852']",Walk
82556,46434,accelerometer,2017-07-04 19:09:02.131,"['4.0127563', '-0.80300903', '9.147827']",Walk
82686,46564,accelerometer,2017-07-04 19:49:01.895,"['8.242111', '5.6824036', '1.150116']",At home
82703,46581,accelerometer,2017-07-04 19:49:06.960,"['6.754715', '7.312851', '-1.446991']",At home
83451,47329,accelerometer,2017-07-04 19:50:59.198,"['7.0483704', '6.949402', '-1.0053864']",At home
83472,47350,accelerometer,2017-07-04 19:53:01.048,"['7.188553', '6.8755493', '-0.85227966']",At home
83562,47440,accelerometer,2017-07-04 20:30:13.902,"['-5.598175', '-3.2940674', '7.398987']",At home
83886,47764,accelerometer,2017-07-04 20:30:19.051,"['-5.6676025', '-2.6925201', '7.5240784']",At home
83904,47782,accelerometer,2017-07-04 20:30:58.445,"['-5.5853577', '-2.8189392', '7.646652']",At home
83915,47793,accelerometer,2017-07-04 20:31:30.022,"['-5.871338', '-2.739212', '7.427597']",At home
83928,47806,accelerometer,2017-07-04 20:31:39.327,"['2.8496552', '-3.843048', '9.79509']",At home
83941,47819,accelerometer,2017-07-04 20:31:59.072,"['-9.893005', '-0.07122803', '-0.06123352']",At home
83969,47847,accelerometer,2017-07-04 20:33:53.740,"['-2.9310303', '-0.8329468', '9.466492']",At home
83986,47864,accelerometer,2017-07-04 20:33:59.102,"['-2.9647827', '-0.79714966', '9.442062']",At home
84006,47884,accelerometer,2017-07-04 20:34:50.689,"['-3.4748688', '-0.8451538', '9.513412']",At home
84170,48048,accelerometer,2017-07-04 20:54:00.091,"['-4.002426', '5.147293', '7.1996613']",At home
84317,48195,accelerometer,2017-07-04 20:54:05.278,"['-7.112976', '-3.9302063', '5.494034']",At home
84322,48200,accelerometer,2017-07-04 20:54:10.284,"['-7.0316925', '-3.866394', '5.6651']",At home
84327,48205,accelerometer,2017-07-04 20:54:15.317,"['-7.033493', '-3.8687897', '5.645584']",At home
84335,48213,accelerometer,2017-07-04 20:54:20.458,"['-7.013138', '-3.8719025', '5.664261']",At home
84348,48226,accelerometer,2017-07-04 20:54:29.589,"['-0.68214417', '-8.051697', '4.210022']",At home
84355,48233,accelerometer,2017-07-04 20:54:34.661,"['-3.0794678', '-2.5608368', '9.116226']",At home
84361,48238,accelerometer,2017-07-04 20:54:43.289,"['-3.1425629', '-2.292694', '9.139328']",At home
84371,48249,accelerometer,2017-07-04 20:54:55.037,"['-8.840393', '-3.2434235', '-1.8226471']",At home
84376,48254,accelerometer,2017-07-04 20:55:00.247,"['4.082306', '-8.969513', '0.7108917']",At home
84396,48274,accelerometer,2017-07-04 20:55:38.121,"['3.3954163', '-7.395691', '5.640793']",At home
84399,48277,accelerometer,2017-07-04 20:55:46.599,"['3.1910706', '-5.6388245', '7.032181']",At home
84407,48284,accelerometer,2017-07-04 20:55:51.600,"['2.8270264', '-0.99024963', '9.675262']",At home
84413,48291,accelerometer,2017-07-04 20:55:58.687,"['2.9204102', '-1.157959', '9.53006']",At home
84419,48297,accelerometer,2017-07-04 20:56:06.203,"['3.1598206', '-0.72317505', '9.488754']",At home
84429,48307,accelerometer,2017-07-04 20:56:11.280,"['3.3405914', '-1.1771088', '9.389282']",At home
84433,48311,accelerometer,2017-07-04 20:56:16.396,"['3.5068665', '-2.6336212', '8.973053']",At home
84444,48322,accelerometer,2017-07-04 20:56:44.666,"['2.2706146', '-1.791336', '9.615524']",At home
84452,48330,accelerometer,2017-07-04 20:57:14.116,"['2.6565552', '-1.6577454', '9.480499']",At home
84681,48559,accelerometer,2017-07-04 21:33:01.899,"['3.0233612', '-5.7535095', '7.5121155']",At home
84944,48822,accelerometer,2017-07-04 21:33:07.351,"['2.8976593', '-5.9084167', '7.4453125']",At home
84946,48824,accelerometer,2017-07-04 21:33:14.452,"['2.9227905', '-6.008484', '7.3421173']",At home
84980,48858,accelerometer,2017-07-04 21:33:59.177,"['2.8832855', '-5.945038', '7.416336']",At home
85000,48878,accelerometer,2017-07-04 21:34:21.388,"['0.89382935', '0.473938', '10.171585']",At home
85012,48890,accelerometer,2017-07-04 21:34:32.862,"['1.809967', '1.031784', '9.82048']",At home
85018,48896,accelerometer,2017-07-04 21:34:37.974,"['2.3226929', '7.7781525', '5.221924']",At home
85022,48900,accelerometer,2017-07-04 21:34:42.983,"['-1.9470062', '-0.054107666', '9.490906']",At home
85027,48905,accelerometer,2017-07-04 21:34:48.074,"['1.6264648', '-0.33639526', '9.846695']",At home
85032,48910,accelerometer,2017-07-04 21:34:53.219,"['-4.828308', '-0.53941345', '8.607697']",At home
85261,49139,accelerometer,2017-07-04 22:04:48.939,"['0.24787903', '-3.6160889', '9.301773']",At home
85496,49374,accelerometer,2017-07-04 22:04:53.985,"['0.24728394', '-3.609497', '9.289795']",At home
85541,49419,accelerometer,2017-07-04 22:05:46.633,"['-0.3393097', '-3.9267273', '9.150696']",At home
85548,49426,accelerometer,2017-07-04 22:06:02.152,"['-0.3424225', '-3.8951263', '9.168182']",At home
85557,49435,accelerometer,2017-07-04 22:06:12.217,"['-0.33595276', '-3.858017', '9.184937']",At home
85572,49450,accelerometer,2017-07-04 22:06:29.624,"['4.3019714', '0.56777954', '8.932816']",At home
85578,49456,accelerometer,2017-07-04 22:06:34.635,"['-5.0582733', '6.63649', '8.715195']",At home
85585,49463,accelerometer,2017-07-04 22:06:39.643,"['-7.1065063', '6.234253', '0.6251831']",At home
85675,49553,accelerometer,2017-07-04 22:08:58.319,"['-6.3511505', '-3.9422913', '-6.1482544']",At home
85688,49566,accelerometer,2017-07-04 22:09:12.149,"['-6.5261536', '-3.5515594', '-6.197098']",At home
85777,49655,accelerometer,2017-07-04 22:11:44.251,"['-6.121063', '3.5367126', '6.756012']",At home
85782,49660,accelerometer,2017-07-04 22:11:49.360,"['-6.1227264', '3.549408', '6.7612762']",At home
85797,49675,accelerometer,2017-07-04 22:11:58.588,"['-6.0628815', '3.5910645', '6.783554']",At home
85843,49721,accelerometer,2017-07-04 22:12:58.896,"['-5.8775787', '3.784027', '6.8443604']",At home
85887,49765,accelerometer,2017-07-04 22:13:58.599,"['-5.9017487', '3.7787628', '6.8371735']",At home
85905,49783,accelerometer,2017-07-04 22:14:13.480,"['-4.242569', '-5.577545', '7.09552']",At home
85913,49791,accelerometer,2017-07-04 22:14:18.545,"['-6.5814667', '-4.5604706', '5.664734']",At home
85936,49813,accelerometer,2017-07-04 22:14:54.201,"['-6.6840515', '-4.794037', '5.763733']",At home
85950,49828,accelerometer,2017-07-04 22:14:59.760,"['1.3201141', '7.6081696', '6.047577']",At home
85954,49832,accelerometer,2017-07-04 22:15:07.489,"['-2.443695', '5.174103', '-7.379715']",At home
85971,49849,accelerometer,2017-07-04 22:15:46.813,"['2.6923523', '-5.770981', '7.6196136']",At home
85981,49859,accelerometer,2017-07-04 22:15:58.734,"['2.7334137', '-5.703476', '7.677307']",At home
85989,49866,accelerometer,2017-07-04 22:16:06.480,"['5.971222', '-8.708786', '0.688385']",At home
85995,49872,accelerometer,2017-07-04 22:16:11.485,"['7.656128', '2.4238892', '-6.4688416']",At home
86004,49882,accelerometer,2017-07-04 22:16:16.713,"['-1.7782135', '7.953293', '-6.8686676']",At home
86009,49887,accelerometer,2017-07-04 22:16:21.821,"['-2.9549713', '7.4392548', '-5.726761']",At home
86020,49898,accelerometer,2017-07-04 22:16:41.590,"['8.6740265', '-2.0371094', '4.787628']",At home
86028,49906,accelerometer,2017-07-04 22:16:54.324,"['6.2461853', '-4.362961', '6.467987']",At home
86033,49911,accelerometer,2017-07-04 22:16:59.471,"['6.117737', '-4.291855', '6.644562']",At home
86051,49929,accelerometer,2017-07-04 22:17:32.461,"['6.1049347', '-4.2798767', '6.6439667']",At home
86061,49939,accelerometer,2017-07-04 22:17:43.560,"['6.0536957', '-4.297592', '6.6952057']",At home
86074,49952,accelerometer,2017-07-04 22:17:51.346,"['3.4272614', '6.1618347', '4.546646']",At home
86081,49959,accelerometer,2017-07-04 22:17:56.346,"['6.204056', '-5.613449', '5.976227']",At home
86091,49969,accelerometer,2017-07-04 22:18:01.684,"['6.113785', '-5.0687714', '6.020035']",At home
86109,49987,accelerometer,2017-07-04 22:18:23.894,"['6.1015778', '-5.09079', '6.0276947']",At home
