,index,source,timestamp,values,act
5022,169370,accelerometer,2017-06-29 09:57:08.406,"['-10.173126', '-1.4712372', '1.9243927']",Eat
5030,169379,accelerometer,2017-06-29 09:57:13.436,"['4.726227', '-10.251968', '0.49110413']",Eat
5048,169397,accelerometer,2017-06-29 09:57:18.583,"['-10.776581', '-0.8196564', '-0.58174133']",Eat
5067,169416,accelerometer,2017-06-29 09:57:24.129,"['-10.300018', '-1.3007812', '0.8121643']",Eat
5084,169433,accelerometer,2017-06-29 09:57:29.274,"['-8.121658', '-0.15023804', '-0.70503235']",Eat
5106,169455,accelerometer,2017-06-29 09:57:56.983,"['-8.889236', '-2.6548157', '1.4806366']",Eat
5122,169471,accelerometer,2017-06-29 09:58:02.119,"['-11.005234', '-4.2075653', '2.8181458']",Eat
5269,169618,accelerometer,2017-06-29 10:01:47.045,"['-1.155365', '-3.972824', '-8.749069']",Eat
5278,169627,accelerometer,2017-06-29 10:01:53.236,"['-9.56871', '-1.525116', '0.25108337']",Eat
5286,169635,accelerometer,2017-06-29 10:01:58.380,"['-2.9635925', '-8.123413', '-6.205353']",Eat
5297,169646,accelerometer,2017-06-29 10:02:03.526,"['-12.835358', '-1.5667725', '-0.5553894']",Eat
5312,169661,accelerometer,2017-06-29 10:02:08.675,"['-8.474442', '-2.6203308', '1.023346']",Eat
5332,169681,accelerometer,2017-06-29 10:02:15.013,"['-15.944229', '-0.61961365', '0.53240967']",Eat
5353,169702,accelerometer,2017-06-29 10:02:21.733,"['-7.424942', '1.2439117', '-1.3614044']",Eat
5368,169717,accelerometer,2017-06-29 10:02:26.876,"['-13.547516', '-0.016036987', '-2.925064']",Eat
5384,169733,accelerometer,2017-06-29 10:02:32.025,"['-14.542664', '-0.67588806', '-0.99508667']",Eat
5403,169752,accelerometer,2017-06-29 10:02:37.170,"['-12.223404', '-4.1013947', '1.8027649']",Eat
5421,169770,accelerometer,2017-06-29 10:02:42.313,"['-9.65741', '-3.9102173', '3.3583984']",Eat
5433,169782,accelerometer,2017-06-29 10:02:58.346,"['-13.737137', '-4.201706', '3.8590393']",Eat
5454,169803,accelerometer,2017-06-29 10:03:03.488,"['-9.967102', '-3.4532776', '2.1968536']",Eat
5483,169832,accelerometer,2017-06-29 10:03:58.515,"['-10.598221', '-0.073150635', '-1.2727051']",Eat
5499,169848,accelerometer,2017-06-29 10:04:58.874,"['2.579712', '-6.2763977', '1.7456665']",Eat
5525,169874,accelerometer,2017-06-29 10:05:58.461,"['-9.325104', '-1.1963959', '0.6692352']",Eat
5542,169891,accelerometer,2017-06-29 10:06:28.512,"['-13.581757', '-0.75860596', '-0.09906006']",Eat
5555,169904,accelerometer,2017-06-29 10:06:33.651,"['-12.874863', '-3.514923', '2.3156128']",Eat
5574,169923,accelerometer,2017-06-29 10:06:40.583,"['-13.661591', '-2.9860535', '0.8969269']",Eat
5590,169939,accelerometer,2017-06-29 10:06:46.916,"['-7.143738', '1.7500458', '-1.2935333']",Eat
5610,169959,accelerometer,2017-06-29 10:06:58.793,"['-13.990448', '-2.1070251', '0.7067108']",Eat
5637,169986,accelerometer,2017-06-29 10:07:59.346,"['-12.798126', '-1.3812256', '0.6539154']",Eat
5699,170048,accelerometer,2017-06-29 10:09:58.384,"['-13.273254', '-1.3406372', '-0.7472992']",Eat
5718,170066,accelerometer,2017-06-29 10:10:13.971,"['-7.4557037', '0.7497406', '-1.3822327']",Eat
5738,170087,accelerometer,2017-06-29 10:10:19.102,"['-10.483658', '0.005508423', '-0.23170471']",Eat
5755,170104,accelerometer,2017-06-29 10:10:24.246,"['-9.644608', '-4.038788', '1.4325104']",Eat
5773,170122,accelerometer,2017-06-29 10:10:29.390,"['-6.709671', '0.47129822', '-1.031601']",Eat
5789,170138,accelerometer,2017-06-29 10:10:34.932,"['-8.826508', '-2.9457092', '0.893692']",Eat
5809,170158,accelerometer,2017-06-29 10:10:40.075,"['-7.5298004', '-0.29508972', '-0.56126404']",Eat
5825,170174,accelerometer,2017-06-29 10:10:45.223,"['-12.292587', '-1.1830902', '0.014892578']",Eat
5842,170191,accelerometer,2017-06-29 10:10:50.368,"['-8.573196', '-2.9111176', '0.8774109']",Eat
5860,170209,accelerometer,2017-06-29 10:10:55.510,"['-11.949631', '-0.5452881', '-0.76297']",Eat
5879,170228,accelerometer,2017-06-29 10:11:00.655,"['-7.001648', '-0.2500763', '-0.95906067']",Eat
5899,170248,accelerometer,2017-06-29 10:11:05.801,"['-11.620789', '-1.352005', '0.67474365']",Eat
5912,170261,accelerometer,2017-06-29 10:11:11.148,"['-13.536621', '-2.3847504', '0.6724701']",Eat
5927,170276,accelerometer,2017-06-29 10:11:16.288,"['-5.3977814', '0.12869263', '-0.19422913']",Eat
5944,170293,accelerometer,2017-06-29 10:11:22.040,"['-10.101425', '-1.9130859', '0.54138184']",Eat
5962,170311,accelerometer,2017-06-29 10:11:27.172,"['-9.844757', '-3.0642242', '1.0447693']",Eat
5978,170327,accelerometer,2017-06-29 10:11:58.510,"['-11.645447', '-0.32513428', '-0.78092957']",Eat
6037,170386,accelerometer,2017-06-29 10:14:24.881,"['-9.789932', '-2.7571716', '-0.006652832']",Eat
6063,170412,accelerometer,2017-06-29 10:16:29.451,"['-7.7589264', '-6.2000275', '0.86221313']",Eat
6098,170447,accelerometer,2017-06-29 10:16:34.598,"['-6.452896', '-5.846161', '-1.9563599']",Eat
6110,170459,accelerometer,2017-06-29 10:16:39.744,"['-7.1342926', '-1.2703705', '6.415802']",Eat
6118,170467,accelerometer,2017-06-29 10:16:44.887,"['8.008194', '0.2043457', '6.9305573']",Eat
6126,170475,accelerometer,2017-06-29 10:16:51.614,"['-5.528137', '-0.33998108', '8.172546']",Eat
6135,170484,accelerometer,2017-06-29 10:16:58.741,"['-1.8587799', '-9.3022', '-2.5369568']",Eat
6789,171138,accelerometer,2017-06-29 11:04:01.870,"['-8.698669', '-7.439621', '4.8958435']",In vehicle
6925,171274,accelerometer,2017-06-29 11:04:06.899,"['-3.7266235', '-8.641159', '-2.3614655']",In vehicle
6982,171331,accelerometer,2017-06-29 11:06:56.057,"['-3.285614', '-9.167404', '1.1964417']",In vehicle
7132,171481,accelerometer,2017-06-29 11:09:02.751,"['-2.9294739', '-8.357681', '4.2192383']",Walk
7142,171491,accelerometer,2017-06-29 11:09:07.897,"['-3.6249847', '-7.9118805', '3.4093933']",Walk
7151,171500,accelerometer,2017-06-29 11:09:13.042,"['-3.9391022', '-7.1369934', '4.9424133']",Walk
7161,171510,accelerometer,2017-06-29 11:09:18.782,"['-3.6286926', '-8.331833', '3.9539642']",Walk
7171,171520,accelerometer,2017-06-29 11:09:23.928,"['-3.9721375', '-8.382828', '2.502472']",Walk
7180,171529,accelerometer,2017-06-29 11:09:29.681,"['-5.6873474', '-7.889496', '2.5741882']",Walk
7191,171540,accelerometer,2017-06-29 11:09:34.813,"['-4.6121216', '-8.462784', '1.9446259']",Walk
7201,171550,accelerometer,2017-06-29 11:09:41.727,"['-3.6351624', '-8.636124', '2.7064667']",Walk
7210,171559,accelerometer,2017-06-29 11:09:46.804,"['-3.5753021', '-8.58429', '2.8955994']",Walk
7219,171568,accelerometer,2017-06-29 11:09:51.910,"['-2.183197', '-8.464462', '4.08313']",Walk
7231,171580,accelerometer,2017-06-29 11:09:58.450,"['-3.6907043', '-7.8692627', '5.0393677']",Walk
7241,171590,accelerometer,2017-06-29 11:10:14.217,"['-3.7980804', '-9.498047', '3.1643524']",Walk
7248,171597,accelerometer,2017-06-29 11:10:22.732,"['-4.7026215', '-7.633667', '2.6781006']",Walk
7259,171608,accelerometer,2017-06-29 11:10:28.912,"['-4.183426', '-7.2389984', '5.088211']",Walk
7272,171621,accelerometer,2017-06-29 11:10:58.635,"['-3.2803345', '-7.6231384', '5.2130737']",Walk
7283,171632,accelerometer,2017-06-29 11:11:04.820,"['-6.306732', '-6.766617', '3.5190582']",Walk
7294,171643,accelerometer,2017-06-29 11:11:10.762,"['-3.503479', '-7.664795', '5.0233307']",Walk
7307,171656,accelerometer,2017-06-29 11:11:42.030,"['-4.9883575', '-6.7702026', '5.238571']",Walk
7387,171736,accelerometer,2017-06-29 11:16:58.390,"['-3.7630157', '-8.647858', '-2.3137054']",Walk
7422,171771,accelerometer,2017-06-29 11:17:58.543,"['-2.8066406', '-9.151352', '-1.5314026']",Walk
7456,171805,accelerometer,2017-06-29 11:18:58.561,"['-2.2337189', '-9.709091', '-0.06637573']",Walk
7466,171815,accelerometer,2017-06-29 11:19:18.707,"['-4.4132843', '-8.210205', '-2.6867218']",Walk
7565,171914,accelerometer,2017-06-29 11:24:58.952,"['-11.387711', '-2.012207', '2.0843353']",Walk
7626,171975,accelerometer,2017-06-29 11:28:58.376,"['4.4724426', '-5.05632', '7.2321014']",Walk
7680,172029,accelerometer,2017-06-29 11:31:58.565,"['-4.689209', '-1.0775146', '8.740814']",Walk
7690,172039,accelerometer,2017-06-29 11:33:01.110,"['-8.485092', '-2.0606995', '5.353134']",Walk
7731,172080,accelerometer,2017-06-29 11:51:22.068,"['5.5043488', '1.1950684', '8.238159']",Walk
7817,172166,accelerometer,2017-06-29 11:51:27.240,"['6.1726837', '2.107132', '7.514267']",Walk
7898,172247,accelerometer,2017-06-29 11:54:52.432,"['4.9381104', '-3.3780975', '8.162369']",Walk
7911,172260,accelerometer,2017-06-29 11:54:59.447,"['-4.7658234', '-6.5767517', '5.6279907']",Walk
7918,172267,accelerometer,2017-06-29 11:55:04.448,"['-2.9010925', '1.4266968', '9.397537']",Walk
7938,172287,accelerometer,2017-06-29 11:56:09.966,"['5.338791', '0.8961487', '8.349594']",Walk
7963,172312,accelerometer,2017-06-29 11:57:01.153,"['5.3146057', '1.1845245', '8.350433']",Walk
8149,172498,accelerometer,2017-06-29 12:45:17.459,"['4.2892914', '-2.9618683', '8.424896']",On bus stop
8406,172755,accelerometer,2017-06-29 12:45:22.504,"['4.212082', '-3.2144623', '8.412323']",On bus stop
8429,172778,accelerometer,2017-06-29 12:45:37.698,"['4.1881256', '-3.2036896', '8.439865']",On bus stop
8459,172808,accelerometer,2017-06-29 12:45:59.641,"['4.1984253', '-3.2003326', '8.414719']",On bus stop
8490,172839,accelerometer,2017-06-29 12:48:59.802,"['4.343521', '-4.1280823', '7.9190063']",On bus stop
8500,172849,accelerometer,2017-06-29 12:49:06.644,"['4.431259', '-4.0798492', '7.9002075']",On bus stop
8509,172858,accelerometer,2017-06-29 12:49:12.061,"['4.446945', '-3.9837189', '7.937317']",On bus stop
8518,172867,accelerometer,2017-06-29 12:50:02.139,"['4.29982', '-3.1092377', '8.535156']",On bus stop
8575,172924,accelerometer,2017-06-29 13:07:08.002,"['-3.348816', '-3.8118134', '8.587097']",In bus
8921,173270,accelerometer,2017-06-29 13:07:13.013,"['-3.1979828', '-1.8354034', '9.210785']",In bus
8931,173280,accelerometer,2017-06-29 13:07:18.013,"['-3.2374878', '-1.9742584', '9.1892395']",In bus
8946,173295,accelerometer,2017-06-29 13:08:01.159,"['-3.0974274', '-1.3740387', '9.31134']",In bus
8953,173302,accelerometer,2017-06-29 13:09:34.614,"['-2.8280792', '-1.4415588', '10.012848']",In bus
8988,173337,accelerometer,2017-06-29 13:09:39.626,"['-3.072281', '-2.1155243', '9.192841']",In bus
9010,173358,accelerometer,2017-06-29 13:10:33.792,"['-3.2165375', '-6.6946716', '7.6561127']",In bus
9025,173374,accelerometer,2017-06-29 13:10:46.974,"['-1.9279785', '3.060379', '9.153564']",In bus
9058,173407,accelerometer,2017-06-29 13:11:54.400,"['-6.605652', '-3.01503', '7.736084']",In bus
9068,173417,accelerometer,2017-06-29 13:11:59.562,"['-3.2675323', '-0.1812439', '9.354324']",In bus
9090,173439,accelerometer,2017-06-29 13:12:58.685,"['-3.0765839', '0.3979187', '9.4300995']",In bus
9151,173500,accelerometer,2017-06-29 13:16:01.142,"['-3.179306', '-1.7595062', '9.229706']",In bus
9166,173514,accelerometer,2017-06-29 13:16:20.386,"['-3.954193', '-2.174652', '6.301956']",In bus
9182,173531,accelerometer,2017-06-29 13:16:30.301,"['-0.7679901', '-9.217804', '1.3973083']",In bus
9191,173540,accelerometer,2017-06-29 13:16:35.440,"['2.4688568', '-4.2211', '8.712799']",In bus
9203,173552,accelerometer,2017-06-29 13:16:40.525,"['2.3436432', '-4.3220215', '8.616074']",In bus
9213,173562,accelerometer,2017-06-29 13:16:48.244,"['2.2881012', '-4.2046967', '8.707764']",In bus
9228,173577,accelerometer,2017-06-29 13:16:58.570,"['2.2236938', '-4.1553802', '8.7444']",In bus
9364,173713,accelerometer,2017-06-29 13:23:58.574,"['-4.459244', '-6.4179077', '5.9398346']",In bus
9463,173812,accelerometer,2017-06-29 13:29:02.445,"['-3.8720703', '-4.3153076', '8.575729']",At home
9481,173830,accelerometer,2017-06-29 13:29:58.466,"['-3.8100586', '-6.99263', '3.4796753']",At home
9498,173847,accelerometer,2017-06-29 13:31:01.163,"['-5.0403137', '-5.6983185', '6.2246246']",At home
9562,173911,accelerometer,2017-06-29 13:53:01.979,"['-6.1656036', '-4.4085693', '6.24498']",At home
9755,174104,accelerometer,2017-06-29 13:53:07.046,"['-10.278839', '-1.5397186', '0.58688354']",At home
9805,174154,accelerometer,2017-06-29 13:54:59.027,"['-9.350845', '1.2121735', '-2.147293']",At home
9837,174186,accelerometer,2017-06-29 13:57:00.635,"['-0.736496', '-9.689346', '-0.82354736']",At home
9863,174212,accelerometer,2017-06-29 13:57:58.880,"['-1.1657867', '-9.640976', '-0.6842041']",At home
9896,174245,accelerometer,2017-06-29 13:59:00.247,"['-1.1262817', '-9.644562', '-0.7567444']",At home
9932,174281,accelerometer,2017-06-29 13:59:59.649,"['-1.2220459', '-9.635468', '-0.7002411']",At home
9944,174293,accelerometer,2017-06-29 14:00:17.963,"['-1.2397614', '-9.641815', '-0.3975067']",At home
9959,174308,accelerometer,2017-06-29 14:00:33.312,"['-9.216766', '-4.5798798', '-2.2084808']",At home
9969,174318,accelerometer,2017-06-29 14:00:58.677,"['0.7819061', '-9.975327', '0.4717102']",At home
9991,174340,accelerometer,2017-06-29 14:01:58.448,"['1.2656555', '-8.675873', '-3.771164']",At home
10011,174360,accelerometer,2017-06-29 14:02:56.065,"['-8.412201', '-2.6489563', '0.6959381']",At home
10026,174375,accelerometer,2017-06-29 14:03:01.579,"['-7.1266327', '-2.0782928', '-2.4170074']",At home
10045,174394,accelerometer,2017-06-29 14:04:02.206,"['-8.987167', '-1.8428192', '3.20195']",At home
10230,174579,accelerometer,2017-06-29 14:30:37.851,"['-4.271179', '-8.715729', '-0.3564453']",At home
10395,174744,accelerometer,2017-06-29 14:30:42.892,"['-4.346237', '-8.692871', '-0.27719116']",At home
10405,174754,accelerometer,2017-06-29 14:30:48.036,"['-3.9309692', '-8.998367', '0.60998535']",At home
10414,174763,accelerometer,2017-06-29 14:30:53.185,"['-4.4812775', '-8.643555', '0.3125']",At home
10424,174773,accelerometer,2017-06-29 14:30:58.328,"['-4.482712', '-8.661514', '0.73376465']",At home
10430,174779,accelerometer,2017-06-29 14:31:03.671,"['-4.3263702', '-8.583221', '0.54797363']",At home
10439,174788,accelerometer,2017-06-29 14:31:10.996,"['-4.1141205', '-8.583328', '-0.69618225']",At home
10446,174795,accelerometer,2017-06-29 14:31:16.736,"['-5.077667', '-8.237854', '-0.59825134']",At home
10460,174809,accelerometer,2017-06-29 14:31:36.427,"['-4.190384', '-8.739563', '-0.28282166']",At home
10470,174819,accelerometer,2017-06-29 14:31:43.378,"['-3.4308167', '-9.050919', '0.2288208']",At home
10479,174827,accelerometer,2017-06-29 14:31:58.650,"['-4.543289', '-8.90979', '-0.049987793']",At home
10490,174839,accelerometer,2017-06-29 14:32:03.843,"['-4.3289948', '-8.700287', '-0.14048767']",At home
10499,174848,accelerometer,2017-06-29 14:32:17.009,"['-3.9770508', '-8.849564', '-0.40563965']",At home
10511,174860,accelerometer,2017-06-29 14:32:24.054,"['-3.7862396', '-9.013458', '0.052963257']",At home
10526,174875,accelerometer,2017-06-29 14:33:03.547,"['-4.546875', '-8.590393', '-0.09547424']",At home
10536,174885,accelerometer,2017-06-29 14:33:08.566,"['-4.542801', '-8.597107', '-0.105285645']",At home
10550,174899,accelerometer,2017-06-29 14:33:58.697,"['-3.7594147', '-5.668518', '-7.893387']",At home
10558,174907,accelerometer,2017-06-29 14:34:03.705,"['-3.242279', '-9.209534', '-0.6497345']",At home
10567,174916,accelerometer,2017-06-29 14:34:08.716,"['-4.3795166', '-9.292145', '-1.833664']",At home
10579,174927,accelerometer,2017-06-29 14:34:26.126,"['-4.459244', '-8.144241', '-2.2029724']",At home
10586,174935,accelerometer,2017-06-29 14:34:31.264,"['-5.626175', '-7.675934', '-2.6194305']",At home
10603,174952,accelerometer,2017-06-29 14:34:38.391,"['-4.5568085', '-8.414185', '-1.7542877']",At home
10611,174960,accelerometer,2017-06-29 14:34:43.494,"['-4.598114', '-8.3940735', '-1.7149048']",At home
10624,174973,accelerometer,2017-06-29 14:34:52.370,"['-4.51239', '-8.41658', '-1.7412415']",At home
10637,174986,accelerometer,2017-06-29 14:35:01.273,"['-3.353363', '-9.158661', '-1.0348358']",At home
10649,174998,accelerometer,2017-06-29 14:35:06.317,"['-4.0982056', '-8.698257', '-1.4004364']",At home
10660,175009,accelerometer,2017-06-29 14:35:13.447,"['-4.115921', '-8.583572', '-1.78685']",At home
10675,175024,accelerometer,2017-06-29 14:35:21.954,"['-4.2360992', '-8.702087', '-1.5050659']",At home
10685,175034,accelerometer,2017-06-29 14:35:27.099,"['-4.874161', '-8.189255', '-1.8738861']",At home
10759,175108,accelerometer,2017-06-29 14:39:00.199,"['-2.934372', '-9.250961', '-1.7333374']",At home
10786,175135,accelerometer,2017-06-29 14:39:54.335,"['-4.2163544', '-8.839401', '-1.7955933']",At home
11172,175521,accelerometer,2017-06-29 15:14:58.751,"['-6.036316', '-5.617035', '5.0221405']",At home
11356,175705,accelerometer,2017-06-29 15:15:03.934,"['-6.077011', '-5.4961395', '5.107132']",At home
11361,175710,accelerometer,2017-06-29 15:15:10.115,"['-6.1383057', '-5.58136', '5.12796']",At home
11371,175720,accelerometer,2017-06-29 15:15:15.354,"['-6.0816803', '-5.656189', '5.10054']",At home
11416,175765,accelerometer,2017-06-29 15:17:59.867,"['-6.029129', '-5.6546326', '5.18338']",At home
11591,175940,accelerometer,2017-06-29 15:47:08.783,"['-7.884033', '-5.8564606', '-2.447174']",At home
11712,176061,accelerometer,2017-06-29 15:47:13.814,"['-8.862656', '-2.722458', '-2.1915894']",At home
11720,176069,accelerometer,2017-06-29 15:47:18.856,"['-8.836807', '-2.8914795', '-2.0965424']",At home
11729,176078,accelerometer,2017-06-29 15:47:23.886,"['6.4525757', '-2.8778381', '2.9573822']",At home
11741,176090,accelerometer,2017-06-29 15:47:59.345,"['-8.682251', '-3.4096985', '-1.5303192']",At home
11773,176122,accelerometer,2017-06-29 15:52:17.736,"['-8.235016', '-4.016403', '-2.5904694']",At home
11782,176131,accelerometer,2017-06-29 15:52:25.160,"['-8.247345', '-4.015564', '-2.5471344']",At home
11793,176142,accelerometer,2017-06-29 15:52:59.012,"['-8.289856', '-3.9228973', '-2.4239502']",At home
11940,176289,accelerometer,2017-06-29 16:28:43.740,"['-8.491562', '-3.46286', '-2.517807']",In bus
12082,176431,accelerometer,2017-06-29 16:28:48.793,"['-8.781265', '-3.7010803', '-1.7402954']",In bus
12088,176437,accelerometer,2017-06-29 16:28:58.457,"['-8.688843', '-3.2811432', '-1.9776764']",In bus
12128,176477,accelerometer,2017-06-29 16:31:59.872,"['-8.958435', '-3.723587', '-2.0070038']",In bus
12137,176486,accelerometer,2017-06-29 16:32:36.152,"['-8.650528', '-3.3746338', '-1.5704193']",In bus
12253,176602,accelerometer,2017-06-29 17:06:17.021,"['-8.716614', '-3.4048004', '-1.6540985']",Walking&party
12386,176735,accelerometer,2017-06-29 17:06:22.036,"['-8.722595', '-3.4766235', '-1.6433258']",Walking&party
12398,176747,accelerometer,2017-06-29 17:06:54.289,"['-8.704041', '-3.4107819', '-1.9040527']",Walking&party
12415,176764,accelerometer,2017-06-29 17:06:59.337,"['-9.624374', '-0.8306732', '1.5525665']",Walking&party
12688,177037,accelerometer,2017-06-29 17:44:01.529,"['-6.4098053', '-5.6272125', '-4.3577576']",Walking&party
12701,177050,accelerometer,2017-06-29 17:44:06.755,"['-6.223175', '-5.6466064', '-4.8941803']",Walking&party
12712,177061,accelerometer,2017-06-29 17:44:18.606,"['-6.270462', '-5.665283', '-4.6006317']",Walking&party
12721,177070,accelerometer,2017-06-29 17:44:58.419,"['-5.89505', '-4.8563995', '-6.15831']",Walking&party
12734,177083,accelerometer,2017-06-29 17:45:44.730,"['-6.080475', '-4.3700256', '-6.249527']",Walking&party
12743,177092,accelerometer,2017-06-29 17:45:58.974,"['-5.4576263', '-4.1481934', '-6.73555']",Walking&party
12755,177104,accelerometer,2017-06-29 17:47:02.451,"['-5.210312', '-3.6754608', '-7.229355']",Walking&party
12861,177210,accelerometer,2017-06-29 18:19:04.143,"['-8.763306', '-3.6609802', '-0.50727844']",Walking&party
13012,177361,accelerometer,2017-06-29 18:19:09.154,"['-8.824356', '-3.5675964', '-0.5144501']",Walking&party
13022,177371,accelerometer,2017-06-29 18:22:01.297,"['-8.819565', '-3.5307312', '-0.5476227']",Walking&party
13276,177624,accelerometer,2017-06-29 18:50:09.064,"['-8.494553', '-2.8307953', '-3.7161102']",Walking&party
13400,177749,accelerometer,2017-06-29 18:50:14.097,"['-10.20163', '-4.106903', '-1.8462372']",Walking&party
13411,177760,accelerometer,2017-06-29 18:50:20.935,"['-5.6401825', '-6.925827', '3.3866577']",Walking&party
13426,177775,accelerometer,2017-06-29 18:50:58.923,"['-3.2086334', '-6.392517', '6.542694']",Walking&party
13453,177802,accelerometer,2017-06-29 18:51:58.679,"['-8.730743', '2.404129', '-2.0423126']",Walking&party
13469,177818,accelerometer,2017-06-29 18:52:25.584,"['-5.768753', '-5.779373', '-5.0259705']",Walking&party
13482,177831,accelerometer,2017-06-29 18:52:30.724,"['-5.6404266', '-5.2318115', '-5.714432']",Walking&party
13491,177840,accelerometer,2017-06-29 18:52:51.212,"['-5.654434', '-3.9667206', '-6.642166']",Walking&party
13499,177848,accelerometer,2017-06-29 18:52:56.692,"['-5.87027', '-4.736206', '-5.846222']",Walking&party
13521,177870,accelerometer,2017-06-29 18:53:58.448,"['-5.8380585', '-4.4608765', '-6.11055']",Walking&party
13542,177891,accelerometer,2017-06-29 18:54:55.045,"['-6.811905', '-0.9194946', '-6.344452']",Walking&party
13549,177898,accelerometer,2017-06-29 18:55:00.168,"['-5.5654907', '-5.9867096', '-6.493622']",Walking&party
13558,177907,accelerometer,2017-06-29 18:55:05.300,"['-3.887268', '-3.8609009', '-7.822876']",Walking&party
13572,177921,accelerometer,2017-06-29 18:55:10.446,"['-4.056656', '-3.968155', '-2.1996155']",Walking&party
13592,177941,accelerometer,2017-06-29 18:55:15.589,"['-5.915634', '-6.111923', '-5.7096405']",Walking&party
13612,177961,accelerometer,2017-06-29 18:55:20.735,"['-8.057602', '-5.8318024', '-5.008621']",Walking&party
13631,177980,accelerometer,2017-06-29 18:55:26.874,"['-5.0423584', '-3.826538', '-3.1286774']",Walking&party
13652,178001,accelerometer,2017-06-29 18:55:58.343,"['-4.0941315', '-3.407425', '-4.252762']",Walking&party
13685,178034,accelerometer,2017-06-29 18:56:58.496,"['-4.708725', '-6.644394', '-5.2992706']",Walking&party
13731,178080,accelerometer,2017-06-29 18:57:58.848,"['-8.862305', '-17.920486', '-7.495468']",Walking&party
13738,178087,accelerometer,2017-06-29 18:58:03.976,"['-3.9835205', '-7.877411', '-4.015381']",Walking&party
13751,178100,accelerometer,2017-06-29 18:58:15.260,"['-4.3351135', '-8.172134', '-4.0256805']",Walking&party
13760,178109,accelerometer,2017-06-29 18:58:20.405,"['-4.20343', '-7.5012817', '-4.274185']",Walking&party
13773,178122,accelerometer,2017-06-29 18:58:25.543,"['-3.9865112', '-7.47554', '-4.2394714']",Walking&party
13782,178131,accelerometer,2017-06-29 18:58:33.269,"['-4.39209', '-7.5565796', '-4.2519226']",Walking&party
13791,178140,accelerometer,2017-06-29 18:58:38.447,"['-3.875534', '-7.9985504', '-3.8034973']",Walking&party
13800,178149,accelerometer,2017-06-29 18:58:44.183,"['-3.2917175', '-8.644272', '-3.2908936']",Walking&party
13811,178160,accelerometer,2017-06-29 18:58:51.309,"['-5.4303284', '-7.6594086', '-1.4741821']",Walking&party
13821,178170,accelerometer,2017-06-29 18:58:56.453,"['-5.4599', '-6.4649506', '-4.7025146']",Walking&party
13832,178181,accelerometer,2017-06-29 18:59:01.596,"['-4.409561', '-7.7824707', '-3.5718536']",Walking&party
13840,178189,accelerometer,2017-06-29 18:59:06.745,"['-4.583023', '-7.8085785', '-3.7180176']",Walking&party
13853,178202,accelerometer,2017-06-29 18:59:16.049,"['-4.5711823', '-7.4138947', '-3.747589']",Walking&party
13858,178207,accelerometer,2017-06-29 18:59:21.191,"['-5.357544', '-7.099411', '-3.5828705']",Walking&party
13874,178223,accelerometer,2017-06-29 18:59:37.415,"['-5.230896', '-7.482483', '-3.754654']",Walking&party
13882,178231,accelerometer,2017-06-29 18:59:42.577,"['-3.6701202', '-5.0268707', '7.8044434']",Walking&party
13895,178244,accelerometer,2017-06-29 19:00:00.512,"['-3.6447449', '-8.631332', '-2.2718048']",Walking&party
13909,178258,accelerometer,2017-06-29 19:00:27.748,"['-0.100128174', '-7.6336823', '-5.068344']",Walking&party
13917,178266,accelerometer,2017-06-29 19:00:32.816,"['-4.131714', '-8.319504', '-3.3685913']",Walking&party
13935,178284,accelerometer,2017-06-29 19:00:53.724,"['-4.281723', '-7.219116', '-3.6934814']",Walking&party
13942,178291,accelerometer,2017-06-29 19:00:58.736,"['-3.1148987', '-7.1043243', '-5.857483']",Walking&party
13951,178300,accelerometer,2017-06-29 19:01:03.880,"['-5.708893', '-8.868607', '-3.5485077']",Walking&party
13959,178308,accelerometer,2017-06-29 19:01:09.034,"['-1.5900269', '-6.3221283', '-4.6972504']",Walking&party
13967,178316,accelerometer,2017-06-29 19:01:14.175,"['-3.6333618', '-7.6111755', '-4.900635']",Walking&party
13976,178325,accelerometer,2017-06-29 19:01:19.317,"['-4.767853', '-7.043869', '-4.5076294']",Walking&party
13984,178333,accelerometer,2017-06-29 19:01:24.461,"['-2.2575378', '-7.1966095', '-6.1329346']",Walking&party
13993,178342,accelerometer,2017-06-29 19:01:29.606,"['-2.3428955', '-8.180634', '-4.5474854']",Walking&party
14001,178350,accelerometer,2017-06-29 19:01:34.752,"['-2.87883', '-7.9428864', '-4.6425323']",Walking&party
14010,178359,accelerometer,2017-06-29 19:01:39.857,"['-2.7161407', '-8.23642', '-4.40036']",Walking&party
14019,178368,accelerometer,2017-06-29 19:01:45.007,"['-3.3067932', '-7.4888306', '-5.058655']",Walking&party
14027,178376,accelerometer,2017-06-29 19:01:50.166,"['-2.9900513', '-7.8993073', '-4.707535']",Walking&party
14061,178410,accelerometer,2017-06-29 19:03:12.549,"['-3.6563568', '-8.092636', '-3.8323517']",Walking&party
14069,178418,accelerometer,2017-06-29 19:03:17.827,"['-2.6784363', '-9.097488', '-2.5789795']",Walking&party
14079,178428,accelerometer,2017-06-29 19:03:28.926,"['-1.4670868', '-9.023148', '-3.3737335']",Walking&party
14092,178441,accelerometer,2017-06-29 19:03:58.992,"['-3.8007202', '-7.728012', '-4.716522']",Walking&party
14123,178472,accelerometer,2017-06-29 19:04:58.761,"['-3.6650848', '-7.242218', '-4.9938965']",Walking&party
14144,178493,accelerometer,2017-06-29 19:05:39.122,"['-6.337143', '-3.4644165', '-3.3568573']",Walking&party
